center_id,days_since_join,total_events,total_quizzes,days_since_last_event,days_since_last_quiz,sum_component_time,avg_component_time,pct_completed,n_unique_components,mean_gap,max_gap,num_sessions,pct_weekend_events,activity_trend,n_unique_topics,topic_entropy,n_unique_chapters,chapter_entropy,component_entropy,n_courses,label,snapshot_date,batch_id_te,batch_dropout_rate_hist,batch_avg_events_hist
1262.0,589,53,53,22,26,1125.0,21.22641509433962,0.3962264150943396,6,0.1153846153846153,4.0,2,0.0,1.3214285714285707,1,0.0,2,0.2675679125728715,1.5535777340066483,1,1,2021-11-12 13:27:08,0.7804878048780488,0.7142857142857143,91.42857142857144
1262.0,609,3,3,28,608,163.0,54.333333333333336,0.0,3,0.0,0.0,0,0.0,0.0,1,0.0,2,0.6365141682948128,1.0986122886681096,1,1,2021-12-02 13:27:08,0.7804878048780488,0.7272727272727273,89.68181818181819
1262.0,609,1,1,28,608,70.0,70.0,1.0,1,0.0,0.0,0,0.0,0.0,1,0.0,1,0.0,0.0,1,1,2021-12-02 13:27:08,0.7804878048780488,0.7391304347826086,85.91304347826087
1262.0,629,10,10,3,28,247.0,24.7,0.5,6,0.0,0.0,0,1.0,0.0,1,0.0,2,0.5004024235381879,1.6094379124341,1,1,2021-12-22 13:27:08,0.7804878048780488,0.75,82.375
1262.0,649,10,10,23,48,247.0,24.7,0.5,6,0.0,0.0,0,1.0,0.0,1,0.0,2,0.5004024235381879,1.6094379124341,1,1,2022-01-11 13:27:08,0.7804878048780488,0.76,79.48
1262.0,628,13,13,4,32,207.0,15.923076923076923,0.6153846153846154,9,0.0833333333333333,1.0,1,0.0,4.999999999999998,1,0.0,3,0.9839614460010256,2.1383972463477243,1,0,2022-02-20 13:27:08,0.7804878048780488,0.7692307692307693,76.8076923076923
1262.0,648,16,16,16,16,314.0,19.625,0.625,9,0.5333333333333333,7.0,2,0.0,-0.4363636363636363,1,0.0,3,1.0239287996389363,2.1006789212792603,1,1,2022-03-12 13:27:08,0.7804878048780488,0.7407407407407407,74.44444444444444
1262.0,829,18,18,11,11,497.0,27.61111111111111,0.5555555555555556,6,0.0,0.0,0,0.0,0.0,1,0.0,2,0.5297061990576545,1.5810937501718234,1,1,2022-07-10 13:27:08,0.7804878048780488,0.75,72.35714285714286
1262.0,869,3,3,8,8,69.0,23.0,1.0,1,0.0,0.0,0,0.0,0.0,1,0.0,1,0.0,0.0,1,1,2022-08-19 13:27:08,0.7804878048780488,0.7586206896551724,70.48275862068965
1262.0,808,5,5,8,8,167.0,33.4,0.6,3,0.0,0.0,0,0.0,0.0,1,0.0,2,0.5004024235381879,1.0549201679861442,1,0,2022-08-19 13:27:08,0.7804878048780488,0.7666666666666667,68.23333333333333
1262.0,889,3,3,28,28,69.0,23.0,1.0,1,0.0,0.0,0,0.0,0.0,1,0.0,1,0.0,0.0,1,1,2022-09-08 13:27:08,0.7804878048780488,0.7419354838709677,66.19354838709677
1262.0,828,13,13,4,4,739.0,56.84615384615385,0.4615384615384615,5,1.9166666666666667,23.0,1,0.6153846153846154,0.0276923076923077,1,0.0,3,0.5359610497090694,1.3114313374732374,1,0,2022-09-08 13:27:08,0.7804878048780488,0.75,64.21875
1262.0,848,14,14,1,1,661.0,47.21428571428572,0.5,6,1.7692307692307692,23.0,1,0.5714285714285714,-0.0200000000000001,1,0.0,3,0.509137344082687,1.5367224694372197,1,1,2022-09-28 13:27:08,0.7804878048780488,0.7272727272727273,62.66666666666666
1262.0,868,6,6,21,21,89.0,14.833333333333334,0.6666666666666666,5,0.0,0.0,0,0.0,0.0,1,0.0,2,0.4505612088663046,1.5607104090414068,1,1,2022-10-18 13:27:08,0.7804878048780488,0.7352941176470589,61.23529411764706
1262.0,988,5,5,0,0,69.0,13.8,0.8,4,0.0,0.0,0,0.0,0.0,1,0.0,1,0.0,1.3321790402101223,1,1,2023-02-15 13:27:08,0.7804878048780488,0.7428571428571429,59.65714285714286
1262.0,1008,5,5,20,20,69.0,13.8,0.8,4,0.0,0.0,0,0.0,0.0,1,0.0,1,0.0,1.3321790402101223,1,1,2023-03-07 13:27:08,0.7804878048780488,0.75,58.138888888888886
1262.0,1148,8,8,2,2,267.0,33.375,0.75,5,0.4285714285714285,3.0,1,0.75,1.1999999999999995,1,0.0,2,0.3767701612564367,1.4941751382893085,1,1,2023-07-25 13:27:08,0.7804878048780488,0.7567567567567568,56.7027027027027
1262.0,1168,8,8,22,22,267.0,33.375,0.75,5,0.4285714285714285,3.0,1,0.75,1.1999999999999995,1,0.0,2,0.3767701612564367,1.4941751382893085,1,1,2023-08-14 13:27:08,0.7804878048780488,0.7631578947368421,55.42105263157895
1262.0,1208,4,4,1,1,45.0,11.25,0.0,3,0.0,0.0,0,0.0,0.0,1,0.0,1,0.0,1.039720770839918,1,1,2023-09-23 13:27:08,0.7804878048780488,0.7692307692307693,54.20512820512821
1262.0,1228,4,4,21,21,45.0,11.25,0.0,3,0.0,0.0,0,0.0,0.0,1,0.0,1,0.0,1.039720770839918,1,1,2023-10-13 13:27:08,0.7804878048780488,0.775,52.95
1263.0,484,9,9,29,482,174.0,19.33333333333333,0.1111111111111111,4,0.0,0.0,0,0.0,0.0,1,0.0,3,0.6837389058487535,1.002718264517516,1,1,2021-08-04 13:27:08,0.9333333333333332,0.0,0.0
1263.0,484,7,7,29,480,364.0,52.0,1.0,4,0.0,0.0,0,0.0,0.0,1,0.0,1,0.0,1.351783994289646,1,1,2021-08-04 13:27:08,0.9333333333333332,1.0,9.0
1263.0,484,125,125,29,470,5744.0,45.952,1.0,5,0.0,0.0,0,0.0,0.0,1,0.0,2,0.0820339767268832,1.2978741071454314,1,1,2021-08-04 13:27:08,0.9333333333333332,1.0,8.0
1263.0,477,1226,1226,29,199,99298.0,80.99347471451875,0.9624796084828712,5,0.0,0.0,0,0.0,0.0,5,0.7950790988691575,8,0.9407446788563368,1.2655642275526766,1,1,2021-08-04 13:27:08,0.9333333333333332,1.0,47.0
1263.0,584,4,4,8,568,297.0,74.25,0.0,2,0.0,0.0,0,0.0,0.0,3,1.039720770839918,3,1.039720770839918,0.5623351446188083,1,1,2021-11-12 13:27:08,0.9333333333333332,1.0,341.75
1263.0,584,6,6,8,405,372.0,62.0,0.3333333333333333,2,0.0,0.0,0,0.0,0.0,3,1.0986122886681096,3,1.0986122886681096,0.6931471805599453,1,1,2021-11-12 13:27:08,0.9333333333333332,1.0,274.2
1263.0,584,11,11,8,569,711.0,64.63636363636364,0.1818181818181818,6,0.0,0.0,0,0.0,0.0,2,0.6890092384766586,4,1.3421131789144003,1.7677614722893296,1,1,2021-11-12 13:27:08,0.9333333333333332,1.0,229.5
1263.0,577,9,9,8,562,869.0,96.55555555555556,0.0,5,0.0,0.0,0,0.0,0.0,3,1.0608569471580214,5,1.5810937501718236,1.5229550675313184,1,1,2021-11-12 13:27:08,0.9333333333333332,1.0,198.28571428571428
1263.0,604,4,4,28,588,297.0,74.25,0.0,2,0.0,0.0,0,0.0,0.0,3,1.039720770839918,3,1.039720770839918,0.5623351446188083,1,1,2021-12-02 13:27:08,0.9333333333333332,1.0,174.625
1263.0,604,6,6,28,425,372.0,62.0,0.3333333333333333,2,0.0,0.0,0,0.0,0.0,3,1.0986122886681096,3,1.0986122886681096,0.6931471805599453,1,1,2021-12-02 13:27:08,0.9333333333333332,1.0,155.66666666666666
1263.0,604,11,11,28,589,711.0,64.63636363636364,0.1818181818181818,6,0.0,0.0,0,0.0,0.0,2,0.6890092384766586,4,1.3421131789144003,1.7677614722893296,1,1,2021-12-02 13:27:08,0.9333333333333332,1.0,140.7
1263.0,597,9,9,28,582,869.0,96.55555555555556,0.0,5,0.0,0.0,0,0.0,0.0,3,1.0608569471580214,5,1.5810937501718236,1.5229550675313184,1,1,2021-12-02 13:27:08,0.9333333333333332,1.0,128.9090909090909
1263.0,677,1567,1567,0,0,94825.0,60.51372048500319,0.7779195915762603,12,0.0,0.0,0,0.2495213784301212,-61.00000000000007,4,1.1400794705923682,8,1.8713634788550015,2.378735091686926,1,0,2022-02-20 13:27:08,0.9333333333333332,1.0,118.91666666666669
1263.0,697,1631,1631,9,9,97047.0,59.50153280196199,0.7780502759043532,12,0.005521472392638,6.0,2,0.2593500919681177,-26.107352941176465,4,1.139469414258815,8,1.870607971792741,2.378030299277255,1,1,2022-03-12 13:27:08,0.9333333333333332,0.9230769230769232,230.30769230769232
1263.0,717,32,32,29,29,1111.0,34.71875,0.78125,12,0.0,0.0,0,0.0,0.0,4,1.1181807765149336,8,1.840748728569281,2.3499904241895275,1,1,2022-04-01 13:27:08,0.9333333333333332,0.9285714285714286,330.35714285714283
1262.0,485,86,86,29,434,9332.0,108.51162790697674,0.627906976744186,12,0.0,0.0,0,0.0,0.0,6,1.6224686845938172,12,1.9841313639834064,2.0415044043021133,1,1,2021-08-04 13:27:08,1.0,0.0,0.0
1262.0,485,168,168,29,410,13252.0,78.88095238095238,0.5952380952380952,13,0.0,0.0,0,0.0,0.0,10,1.9809800859682316,23,2.758173493324981,2.1519793679839605,1,1,2021-08-04 13:27:08,1.0,1.0,86.0
1262.0,485,510,510,29,410,49564.0,97.1843137254902,0.9254901960784314,13,0.0,0.0,0,0.0,0.0,15,2.684737453633712,44,3.535411145023226,2.385324780594704,1,1,2021-08-04 13:27:08,1.0,1.0,127.0
1262.0,585,2,2,8,584,127.0,63.5,0.5,2,0.0,0.0,0,0.0,0.0,1,0.0,1,0.0,0.6931471805599453,1,1,2021-11-12 13:27:08,1.0,1.0,254.66666666666663
1262.0,585,8,8,8,567,939.0,117.375,0.25,4,0.0,0.0,0,0.0,0.0,3,1.039720770839918,4,1.3862943611198906,1.2554823251787537,1,1,2021-11-12 13:27:08,1.0,1.0,191.5
1262.0,605,2,2,28,604,127.0,63.5,0.5,2,0.0,0.0,0,0.0,0.0,1,0.0,1,0.0,0.6931471805599453,1,1,2021-12-02 13:27:08,1.0,1.0,154.8
1262.0,605,8,8,28,587,939.0,117.375,0.25,4,0.0,0.0,0,0.0,0.0,3,1.039720770839918,4,1.3862943611198906,1.2554823251787537,1,1,2021-12-02 13:27:08,1.0,1.0,129.33333333333334
1262.0,725,33,33,0,1,1246.0,37.75757575757576,1.0,12,0.0,0.0,0,0.0,0.0,1,0.0,3,0.7773098260563037,2.2885457918032674,1,1,2022-04-01 13:27:08,1.0,1.0,112.0
1262.0,745,33,33,20,21,1246.0,37.75757575757576,1.0,12,0.0,0.0,0,0.0,0.0,1,0.0,3,0.7773098260563037,2.2885457918032674,1,1,2022-04-21 13:27:08,1.0,1.0,102.125
1262.0,474,512,512,29,122,24347.0,47.552734375,0.990234375,13,0.0,0.0,0,0.0,0.0,3,0.5275147335239387,9,1.533783943629758,2.0453592819594912,1,1,2021-08-04 13:27:08,1.0,0.0,0.0
1262.0,466,42,42,29,430,4938.0,117.57142857142856,0.7619047619047619,11,0.0,0.0,0,0.0,0.0,3,1.0391536629758822,7,1.7058836314140235,2.146671929242245,1,1,2021-08-04 13:27:08,1.0,1.0,512.0
1262.0,466,5,5,29,431,318.0,63.6,1.0,2,0.0,0.0,0,0.0,0.0,2,0.5004024235381879,2,0.5004024235381879,0.5004024235381879,1,1,2021-08-04 13:27:08,1.0,1.0,277.0
1262.0,458,371,371,29,374,40308.0,108.64690026954176,0.9622641509433962,14,0.0,0.0,0,0.0,0.0,13,2.433063638325098,34,3.301438363165056,2.4993263547763003,1,1,2021-08-04 13:27:08,1.0,0.0,0.0
1262.0,458,16,16,29,346,2543.0,158.9375,0.8125,10,0.0,0.0,0,0.0,0.0,1,0.0,2,0.6931471805599453,2.133381930264545,1,1,2021-08-04 13:27:08,1.0,1.0,371.0
1262.0,458,14,14,29,272,1043.0,74.5,1.0,4,0.0,0.0,0,0.0,0.0,3,1.0933747175566466,3,1.0933747175566466,1.3013055504369102,1,1,2021-08-04 13:27:08,1.0,1.0,193.5
1262.0,558,9,9,8,540,911.0,101.22222222222224,0.2222222222222222,5,0.0,0.0,0,0.0,0.0,4,1.2148896539491203,6,1.7351264569629228,1.5229550675313184,1,1,2021-11-12 13:27:08,1.0,1.0,133.66666666666666
1262.0,558,29,29,8,525,2053.0,70.79310344827586,0.1724137931034483,7,0.0,0.0,0,0.0,0.0,5,1.4884860308985854,9,2.066125633670558,1.9425284427779264,1,1,2021-11-12 13:27:08,1.0,1.0,102.5
1262.0,578,9,9,28,560,911.0,101.22222222222224,0.2222222222222222,5,0.0,0.0,0,0.0,0.0,4,1.2148896539491203,6,1.7351264569629228,1.5229550675313184,1,1,2021-12-02 13:27:08,1.0,1.0,87.8
1262.0,578,29,29,28,545,2053.0,70.79310344827586,0.1724137931034483,7,0.0,0.0,0,0.0,0.0,5,1.4884860308985854,9,2.066125633670558,1.9425284427779264,1,1,2021-12-02 13:27:08,1.0,1.0,74.66666666666667
1265.0,486,23,23,29,268,1162.0,50.52173913043478,0.8260869565217391,12,0.0,0.0,0,0.0,0.0,1,0.0,3,0.8378972277814775,2.318200895166592,1,1,2021-08-04 13:27:08,1.0,0.0,0.0
1265.0,486,27,27,29,479,1868.0,69.18518518518519,0.5555555555555556,10,0.0,0.0,0,0.0,0.0,2,0.2640520518256287,3,0.8872110027601254,2.1307314697898256,1,1,2021-08-04 13:27:08,1.0,1.0,23.0
1265.0,486,11,11,29,480,645.0,58.63636363636363,0.3636363636363636,5,0.0,0.0,0,0.0,0.0,2,0.3046360973492381,3,0.6001660731596457,1.294545165844896,1,1,2021-08-04 13:27:08,1.0,1.0,25.0
1265.0,585,2,2,8,577,156.0,78.0,0.0,2,0.0,0.0,0,0.0,0.0,1,0.0,1,0.0,0.6931471805599453,1,1,2021-11-12 13:27:08,1.0,1.0,20.33333333333333
1265.0,605,2,2,28,597,156.0,78.0,0.0,2,0.0,0.0,0,0.0,0.0,1,0.0,1,0.0,0.6931471805599453,1,1,2021-12-02 13:27:08,1.0,1.0,15.75
1265.0,686,58,58,2,18,2658.0,45.82758620689656,0.4137931034482758,11,0.0526315789473684,1.0,3,0.1206896551724138,0.6857142857142852,3,0.8590675566667187,6,1.5045714627645528,2.093983772033249,1,1,2022-02-20 13:27:08,1.0,1.0,13.0
1265.0,706,58,58,22,38,2658.0,45.82758620689656,0.4137931034482758,11,0.0526315789473684,1.0,3,0.1206896551724138,0.6857142857142852,3,0.8590675566667187,6,1.5045714627645528,2.093983772033249,1,1,2022-03-12 13:27:08,1.0,1.0,20.5
1265.0,705,5,5,17,18,617.0,123.4,0.8,5,0.0,0.0,0,0.0,0.0,1,0.0,3,1.0549201679861442,1.6094379124341005,1,1,2022-03-12 13:27:08,1.0,1.0,25.857142857142858
1265.0,419,2096,2096,29,190,260312.0,124.1946564885496,0.9980916030534353,14,0.0,0.0,0,0.0,0.0,15,2.6738528570212834,45,3.5084158929156604,2.434630704526468,1,1,2021-08-04 13:27:08,1.0,0.0,0.0
1265.0,419,17,17,29,330,835.0,49.11764705882353,0.9411764705882352,2,0.0,0.0,0,0.0,0.0,1,0.0,2,0.2237180760658337,0.2237180760658337,1,1,2021-08-04 13:27:08,1.0,1.0,2096.0
1265.0,419,483,483,29,332,33566.0,69.49482401656314,0.9358178053830228,15,0.0,0.0,0,0.0,0.0,15,2.6381454025107822,44,3.547018008012559,2.473200806466181,1,1,2021-08-04 13:27:08,1.0,1.0,1056.5
1265.0,419,87,87,29,350,7503.0,86.24137931034483,0.9195402298850576,10,0.0,0.0,0,0.0,0.0,7,1.8422140959025783,10,2.2488052686168856,2.075092334386639,1,1,2021-08-04 13:27:08,1.0,1.0,865.3333333333334
1265.0,419,147,147,29,343,16171.0,110.00680272108843,0.7006802721088435,13,0.0,0.0,0,0.0,0.0,9,2.00860383865752,15,2.505609861807922,2.0471978045109007,1,1,2021-08-04 13:27:08,1.0,1.0,670.75
1265.0,419,852,852,29,333,106572.0,125.08450704225352,0.9671361502347418,14,0.0,0.0,0,0.0,0.0,13,2.495164259998595,34,3.212682107178844,2.301621023445843,1,1,2021-08-04 13:27:08,1.0,1.0,566.0
1265.0,419,205,205,29,255,14132.0,68.93658536585366,0.0048780487804878,8,0.0,0.0,0,0.0,0.0,2,0.0308320340446513,4,0.3693879303373558,1.309822238308584,1,1,2021-08-04 13:27:08,1.0,1.0,613.6666666666666
1265.0,419,494,494,29,332,52143.0,105.55263157894736,0.931174089068826,13,0.0,0.0,0,0.0,0.0,15,2.635154113258541,43,3.6108095056901215,2.359263951603372,1,1,2021-08-04 13:27:08,1.0,1.0,555.2857142857143
1265.0,519,4,4,8,486,232.0,58.0,0.5,3,0.0,0.0,0,0.0,0.0,2,0.5623351446188083,3,1.039720770839918,1.039720770839918,1,1,2021-11-12 13:27:08,1.0,1.0,547.625
1265.0,539,4,4,28,506,232.0,58.0,0.5,3,0.0,0.0,0,0.0,0.0,2,0.5623351446188083,3,1.039720770839918,1.039720770839918,1,1,2021-12-02 13:27:08,1.0,1.0,487.22222222222223
1265.0,419,35,35,29,412,3189.0,91.11428571428571,0.9714285714285714,12,0.0,0.0,0,0.0,0.0,1,0.0,3,0.7973905684199625,2.263732041264879,1,1,2021-08-04 13:27:08,0.9411764705882352,0.0,0.0
1265.0,419,45,45,29,376,4979.0,110.64444444444445,0.9777777777777776,5,0.0,0.0,0,0.0,0.0,4,1.3671499842972,5,1.4416165858714582,1.3246048254890102,1,1,2021-08-04 13:27:08,0.9411764705882352,1.0,35.0
1265.0,419,2,2,29,411,230.0,115.0,0.5,2,0.0,0.0,0,0.0,0.0,1,0.0,2,0.6931471805599453,0.6931471805599453,1,1,2021-08-04 13:27:08,0.9411764705882352,1.0,40.0
1265.0,499,20,20,5,9,986.0,49.3,1.0,5,0.1052631578947368,2.0,1,0.95,5.4,1,0.0,2,0.1985152433458726,1.400138654928281,1,0,2021-10-23 13:27:08,0.9411764705882352,1.0,27.33333333333333
1265.0,519,26,26,15,22,1235.0,47.5,1.0,5,0.48,10.0,2,0.7307692307692307,-0.1494505494505495,1,0.0,2,0.1630236294943659,1.3751571438451116,1,1,2021-11-12 13:27:08,0.9411764705882352,0.75,25.5
1265.0,519,46,46,8,447,5254.0,114.21739130434784,0.3478260869565217,7,0.0,0.0,0,0.0,0.0,13,2.417503126166427,19,2.871649625135928,1.786214786319238,1,1,2021-11-12 13:27:08,0.9411764705882352,0.8,25.6
1265.0,519,2,2,8,514,126.0,63.0,1.0,2,0.0,0.0,0,0.0,0.0,1,0.0,1,0.0,0.6931471805599453,1,1,2021-11-12 13:27:08,0.9411764705882352,0.8333333333333334,29.0
1265.0,519,11,11,8,507,1256.0,114.1818181818182,0.4545454545454545,6,0.0,0.0,0,0.0,0.0,3,0.9347698978582794,5,1.5465986860485124,1.7201934592198251,1,1,2021-11-12 13:27:08,0.9411764705882352,0.8571428571428571,25.142857142857142
1265.0,519,38,38,8,448,3883.0,102.1842105263158,0.2368421052631578,6,0.0,0.0,0,0.0,0.0,10,2.169144856573491,16,2.6752992772821305,1.7549717524840838,1,1,2021-11-12 13:27:08,0.9411764705882352,0.875,23.375
1265.0,519,15,15,8,496,1495.0,99.66666666666669,0.4,6,0.0,0.0,0,0.0,0.0,5,1.3624474851916286,7,1.8413903748459728,1.67458956699991,1,1,2021-11-12 13:27:08,0.9411764705882352,0.8888888888888888,25.0
1265.0,519,59,59,8,447,6461.0,109.50847457627118,0.3220338983050847,7,0.0,0.0,0,0.0,0.0,15,2.565417667218324,22,3.0058698608139003,1.832146555046719,1,1,2021-11-12 13:27:08,0.9411764705882352,0.9,24.0
1265.0,539,46,46,28,467,5254.0,114.21739130434784,0.3478260869565217,7,0.0,0.0,0,0.0,0.0,13,2.417503126166427,19,2.871649625135928,1.786214786319238,1,1,2021-12-02 13:27:08,0.9411764705882352,0.9090909090909092,27.181818181818183
1265.0,539,2,2,28,534,126.0,63.0,1.0,2,0.0,0.0,0,0.0,0.0,1,0.0,1,0.0,0.6931471805599453,1,1,2021-12-02 13:27:08,0.9411764705882352,0.9166666666666666,28.75
1265.0,539,11,11,28,527,1256.0,114.1818181818182,0.4545454545454545,6,0.0,0.0,0,0.0,0.0,3,0.9347698978582794,5,1.5465986860485124,1.7201934592198251,1,1,2021-12-02 13:27:08,0.9411764705882352,0.9230769230769232,26.692307692307693
1265.0,539,38,38,28,468,3883.0,102.1842105263158,0.2368421052631578,6,0.0,0.0,0,0.0,0.0,10,2.169144856573491,16,2.6752992772821305,1.7549717524840838,1,1,2021-12-02 13:27:08,0.9411764705882352,0.9285714285714286,25.571428571428573
1265.0,539,15,15,28,516,1495.0,99.66666666666669,0.4,6,0.0,0.0,0,0.0,0.0,5,1.3624474851916286,7,1.8413903748459728,1.67458956699991,1,1,2021-12-02 13:27:08,0.9411764705882352,0.9333333333333332,26.4
1265.0,539,59,59,28,467,6461.0,109.50847457627118,0.3220338983050847,7,0.0,0.0,0,0.0,0.0,15,2.565417667218324,22,3.0058698608139003,1.832146555046719,1,1,2021-12-02 13:27:08,0.9411764705882352,0.9375,25.6875
1265.0,419,369,369,6,6,12615.0,34.1869918699187,0.8861788617886179,11,0.0597826086956521,22.0,1,0.0,-3.945652173913047,3,0.185968071527042,6,0.7462599127128973,1.806675919573252,1,0,2021-08-04 13:27:08,0.2727272727272727,0.0,0.0
1265.0,419,1841,1841,0,0,47108.0,25.58826724606192,0.7566539923954373,12,0.0130434782608695,12.0,4,0.00869092884302,-11.373399014778355,4,0.0913868893073665,9,0.7921554091717907,2.121312940217793,1,0,2021-08-04 13:27:08,0.2727272727272727,0.0,369.0
1265.0,419,423,423,29,347,44663.0,105.58628841607565,1.0,15,0.0,0.0,0,0.0,0.0,15,2.678488927577366,41,3.495182290889515,2.475816072111451,1,1,2021-08-04 13:27:08,0.2727272727272727,0.0,1105.0
1265.0,419,83,83,29,330,7382.0,88.93975903614458,0.5783132530120482,12,0.0,0.0,0,0.0,0.0,12,2.161227595496329,18,2.493731319195287,2.1675432925717524,1,1,2021-08-04 13:27:08,0.2727272727272727,0.3333333333333333,877.6666666666666
1265.0,419,120,120,29,397,15959.0,132.99166666666667,1.0,13,0.0,0.0,0,0.0,0.0,4,1.322358477702288,12,2.232378015128191,2.41352756956651,1,1,2021-08-04 13:27:08,0.2727272727272727,0.5,679.0
